-153.42,-77.90,69.84,242.29,20.38,4101.95,-0.94,-0.30,-0.48
-156.01,-77.49,71.16,241.30,23.41,4101.95,-0.93,-0.28,-0.44
-158.27,-77.11,72.22,241.30,21.39,4090.17,-0.93,-0.26,-0.42
-160.42,-76.77,73.12,240.30,20.38,4101.95,-0.93,-0.26,-0.36
-162.37,-76.50,73.89,241.30,20.38,4125.51,-0.92,-0.26,-0.32
-164.36,-76.26,74.69,241.30,18.36,4196.18,-0.88,-0.28,-0.27
-166.24,-76.08,75.53,242.29,19.37,4255.07,-0.80,-0.29,-0.23
-168.01,-75.89,76.39,241.30,19.37,4278.62,-0.68,-0.27,-0.21
-169.60,-75.72,77.26,240.30,20.38,4313.96,-0.54,-0.26,-0.20
-171.04,-75.54,78.09,243.29,21.39,4349.29,-0.45,-0.22,-0.19
-172.32,-75.36,78.81,241.30,22.40,4361.07,-0.42,-0.20,-0.18
-173.52,-75.19,79.51,241.30,22.40,4384.63,-0.37,-0.18,-0.17
-174.50,-75.04,80.08,242.29,21.39,4408.19,-0.31,-0.16,-0.14
-175.24,-74.93,80.51,241.30,20.38,4408.19,-0.23,-0.11,-0.10
-175.75,-74.85,80.83,242.29,16.35,4384.63,-0.13,-0.06,-0.06
-176.02,-74.82,81.06,244.29,15.34,4372.85,-0.01,-0.02,-0.01
-176.03,-74.85,81.14,247.28,15.34,4349.29,0.08,0.03,0.04
-175.86,-74.94,81.13,249.27,14.33,4313.96,0.15,0.06,0.10
-175.38,-75.06,80.85,248.27,18.36,4290.40,0.17,0.12,0.14
-174.68,-75.24,80.35,245.28,17.35,4255.07,0.17,0.17,0.20
-173.73,-75.49,79.61,247.28,16.35,4243.29,0.18,0.20,0.26
-172.56,-75.76,78.67,244.29,15.34,4231.51,0.19,0.24,0.31
-171.05,-76.08,77.41,243.29,13.32,4196.18,0.20,0.28,0.34
-169.46,-76.41,76.08,242.29,9.28,4149.06,0.23,0.30,0.37
-167.71,-76.77,74.65,241.30,4.23,4101.95,0.26,0.29,0.40
-165.99,-77.12,73.25,243.29,-0.81,4066.62,0.28,0.28,0.42
-164.18,-77.51,71.86,243.29,-1.82,4078.39,0.35,0.26,0.43
-162.39,-77.91,70.57,245.28,-4.85,4054.84,0.44,0.24,0.46
-160.31,-78.38,69.18,250.27,-6.87,4031.28,0.58,0.24,0.52
-158.01,-78.90,67.68,256.25,-2.83,4019.50,0.70,0.24,0.59
-154.92,-79.50,65.45,260.24,1.21,4019.50,0.73,0.28,0.68
-151.19,-80.10,62.44,262.23,4.23,4007.72,0.63,0.33,0.75
-146.40,-80.74,58.21,261.23,6.25,4019.50,0.46,0.34,0.82
-141.06,-81.33,53.29,263.23,6.25,4054.84,0.36,0.35,0.86
-134.17,-81.89,46.61,262.23,4.23,4066.62,0.18,0.37,0.92
-126.20,-82.31,38.74,258.24,2.22,4090.17,0.08,0.41,0.98
-116.78,-82.55,29.40,254.26,0.20,4113.73,0.04,0.44,1.00
-107.48,-82.61,20.18,251.26,-1.82,4101.95,0.06,0.42,1.00
-98.61,-82.47,11.45,247.28,-0.81,4113.73,0.11,0.42,0.96
-90.28,-82.14,3.30,242.29,-1.82,4149.06,0.14,0.41,0.92
-83.58,-81.77,-3.24,236.31,-2.83,4149.06,0.15,0.34,0.85
-77.47,-81.32,-9.15,231.33,-1.82,4125.51,0.16,0.32,0.82
-72.75,-80.89,-13.67,230.33,-2.83,4149.06,0.20,0.26,0.73
-68.82,-80.49,-17.33,227.34,-3.84,4160.84,0.24,0.20,0.63
-65.98,-80.17,-19.85,225.35,-1.82,4172.62,0.32,0.15,0.52
-63.88,-79.89,-21.57,224.35,0.20,4149.06,0.36,0.13,0.40
-62.55,-79.71,-22.58,222.36,3.22,4149.06,0.33,0.08,0.28
-61.71,-79.66,-23.25,222.36,5.24,4125.51,0.21,0.01,0.17
-61.36,-79.74,-23.64,223.35,6.25,4149.06,0.04,-0.07,0.06
-61.28,-79.88,-23.86,224.35,4.23,4149.06,-0.04,-0.10,0.00
-61.65,-80.12,-23.72,226.34,0.20,4101.95,-0.13,-0.15,-0.10
-62.56,-80.48,-23.12,230.33,-1.82,4090.17,-0.17,-0.21,-0.20
-64.07,-80.90,-21.90,233.32,-1.82,4054.84,-0.18,-0.24,-0.30
-66.44,-81.46,-19.90,235.31,-1.82,4007.72,-0.24,-0.31,-0.42
-69.60,-82.13,-17.22,239.30,-2.83,3960.61,-0.34,-0.40,-0.52
-74.34,-82.92,-13.11,243.29,-2.83,3925.28,-0.46,-0.49,-0.64
